user	data	day	hour	time_diff
user1	2017-03-09	Thu	22	0:01:00
user1	2017-03-09	Thu	22	0:00:00
user1	2017-03-09	Thu	22	0:00:00
user1	2017-03-09	Thu	23	0:03:00
user1	2017-03-09	Thu	23	0:04:00
user1	2017-03-09	Thu	23	0:00:00
user1	2017-03-09	Thu	23	0:00:00
user1	2017-03-09	Thu	23	0:10:00
user1	2017-03-10	Fri	13	1:10:00
user1	2017-03-10	Fri	14	0:02:00
user1	2017-03-10	Fri	14	0:00:00
user1	2017-03-10	Fri	19	0:03:00
user1	2017-03-11	Sat	19	0:00:00
user1	2017-03-11	Sat	19	0:00:00
user1	2017-03-11	Sat	21	0:01:00
user1	2017-03-11	Sat	21	0:01:00
user1	2017-03-11	Sat	21	0:00:00
user1	2017-03-12	Sun	00	0:01:00
user1	2017-03-12	Sun	00	0:02:00
user1	2017-03-12	Sun	00	0:00:00
user1	2017-03-12	Sun	00	0:00:00
user1	2017-03-12	Sun	01	0:01:00
user1	2017-03-12	Sun	01	0:00:00
user1	2017-03-12	Sun	01	0:00:00
user1	2017-03-12	Sun	01	0:00:00
user1	2017-03-13	Mon	17	0:01:00
user1	2017-03-13	Mon	17	0:02:00
user1	2017-03-13	Mon	18	0:02:00
user1	2017-03-13	Mon	18	0:00:00
user1	2017-03-13	Mon	18	0:00:00
user1	2017-03-13	Mon	19	0:00:00
user1	2017-03-14	Tue	15	0:08:00
user1	2017-03-14	Tue	21	0:01:00
user1	2017-03-14	Tue	21	0:00:00
user1	2017-03-15	Wed	16	0:00:00
user1	2017-03-15	Wed	18	0:01:00
user1	2017-03-15	Wed	18	0:01:00
user1	2017-03-15	Wed	18	0:00:00
user1	2017-03-15	Wed	18	0:00:00
user1	2017-03-16	Thu	00	0:01:00
user1	2017-03-16	Thu	00	0:00:00
user1	2017-03-16	Thu	15	0:02:00
user1	2017-03-16	Thu	15	0:00:00
user1	2017-03-16	Thu	18	0:00:00
user1	2017-03-16	Thu	18	0:00:00
user1	2017-03-16	Thu	18	0:00:00
user1	2017-03-16	Thu	18	0:01:00
user1	2017-03-16	Thu	22	0:00:00
user1	2017-03-16	Thu	22	0:00:00
user1	2017-03-16	Thu	22	0:01:00
user1	2017-03-17	Fri	15	0:11:00
user1	2017-03-17	Fri	15	0:14:00
user1	2017-03-17	Fri	17	0:00:00
user1	2017-03-17	Fri	17	0:00:00
user1	2017-03-17	Fri	18	0:02:00
user1	2017-03-17	Fri	18	0:01:00
user1	2017-03-18	Sat	15	0:03:00
user1	2017-03-19	Sun	16	0:00:00
user1	2017-03-19	Sun	16	0:00:00
user1	2017-03-19	Sun	16	0:00:00
user1	2017-03-19	Sun	16	0:00:00
user1	2017-03-19	Sun	17	0:01:00
user1	2017-03-19	Sun	17	0:00:00
user1	2017-03-19	Sun	17	0:00:00
user1	2017-03-19	Sun	17	0:00:00
user1	2017-03-27	Mon	17	0:00:00
user1	2017-03-27	Mon	17	0:01:00
user1	2017-03-29	Wed	10	1:44:00
user1	2017-03-29	Wed	10	0:00:00
user1	2017-04-06	Thu	15	0:01:00
user1	2017-05-11	Thu	16	0:01:00
user1	2017-05-11	Thu	16	0:00:00
user1	2017-05-16	Tue	15	0:01:00
user1	2017-05-16	Tue	15	0:00:00
user1	2017-05-16	Tue	15	0:00:00
user1	2017-05-22	Mon	13	0:00:00
user1	2017-06-07	Wed	16	0:00:00
user1	2017-06-10	Sat	01	0:03:00
user1	2017-06-10	Sat	01	0:02:00
user1	2017-06-10	Sat	22	0:08:00
user1	2017-06-24	Sat	11	0:00:00
user1	2017-06-27	Tue	16	0:02:00
user1	2017-06-27	Tue	16	0:00:00
user1	2017-06-27	Tue	17	0:00:00
user1	2017-06-27	Tue	17	0:00:00
user1	2017-06-30	Fri	13	0:02:00
user1	2017-06-30	Fri	13	0:00:00
user1	2017-06-30	Fri	13	0:01:00
user1	2017-06-30	Fri	14	0:01:00
user1	2017-06-30	Fri	14	0:24:00
user1	2017-06-30	Fri	14	0:00:00
